location,state,latitude,longitude,date,rainfall_mm,prev_24h_rainfall_mm,prev_48h_rainfall_mm,river_level_m,soil_moisture_percent,terrain_elevation_m,distance_to_river_km,drainage_capacity_percent,historical_flood_count,population_density,urban_area_percent,water_depth_m,population_affected,economic_loss_million,severity_level,risk_score
Hyderabad,Telangana,17.372256,78.536579,2023-10-06,68.03,35.3,51.04,2.63,37.68,165.94,0.88,35.41,4,27975,72.01,0.96,4155,5.79,Low,24.75
Bhopal,Madhya Pradesh,23.355152,77.382778,2025-06-20,194.53,74.02,98.53,5.72,46.22,66.88,1.54,85.82,3,864,88.79,3.02,391,5.18,High,55.65
Meerut,Uttar Pradesh,29.026294,77.62171,2023-05-27,32.26,19.55,23.93,4.8,31.35,35.48,0.09,62.99,1,1190,33.58,1.1,328,1.7,Low,25.92
Aurangabad,Maharashtra,19.915606,75.297589,2023-04-04,36.46,28.65,33.21,1.77,39.84,64.83,0.18,93.2,1,348,78.69,0.66,40,0.07,Low,21.58
Kota,Rajasthan,25.260223,75.785815,2025-09-08,35.54,22.67,32.61,1.48,14.02,171.33,1.3,76.3,6,50000,83.94,0.47,6491,10.62,Low,14.56
Guwahati,Assam,26.050054,91.650269,2023-07-06,107.04,52.63,73.1,6.31,51.75,32.75,0.14,49.14,2,199,84.6,1.67,77,0.42,Medium,53.1
Jodhpur,Rajasthan,26.228344,72.962469,2023-09-12,59.79,39.45,50.55,0.69,17.66,82.83,0.04,83.55,6,391,40.83,0.61,71,0.15,Low,27.13
Madurai,Tamil Nadu,9.994843,78.0542,2025-05-04,74.53,58.08,69.62,2.84,44.07,103.44,2.61,8.45,4,553,84.93,0.46,193,0.27,Low,18.35
Nashik,Maharashtra,20.019827,73.739363,2023-04-24,315.2,237.78,266.02,6.23,66.37,83.74,6.62,71.8,2,5972,47.42,2.46,5938,72.88,High,59.4
Nashik,Maharashtra,19.976111,73.834603,2024-07-22,46.78,19.79,27.34,9.62,15.3,55.32,10.0,61.67,4,6921,97.79,0.77,600,1.23,Low,14.49
Hyderabad,Telangana,17.403181,78.506199,2024-06-02,183.58,108.73,131.15,4.23,74.06,125.13,0.56,60.53,4,180,79.11,2.16,73,0.6,High,61.41
Kolkata,West Bengal,22.586389,88.462871,2023-05-15,23.99,15.09,20.54,4.14,14.36,82.44,4.59,84.1,4,28,75.25,0.75,2,0.0,Low,17.06
Thiruvananthapuram,Kerala,8.544165,76.882943,2023-09-09,39.17,17.45,23.44,0.0,19.39,48.69,0.97,55.33,2,86,57.8,0.2,5,0.0,Low,17.95
Patna,Bihar,25.609251,85.037855,2025-04-23,97.21,56.82,73.39,8.28,50.17,157.2,2.36,92.15,5,510,41.96,2.48,257,0.91,Medium,38.24
Amritsar,Punjab,31.684312,74.776231,2025-06-02,48.37,28.49,31.48,1.37,33.8,83.07,0.18,66.13,3,5023,59.03,0.47,288,0.56,Low,17.46
Aurangabad,Maharashtra,19.818556,75.268364,2024-11-03,73.14,41.42,59.29,3.1,42.35,25.88,0.96,78.03,3,5105,72.94,1.17,973,5.55,Low,31.07
Amritsar,Punjab,31.615704,74.799259,2025-09-18,174.66,66.21,84.21,2.31,71.65,248.1,0.42,56.45,3,20472,81.94,1.79,5582,31.8,Medium,45.9
Delhi,Delhi,28.656156,77.201651,2023-09-22,22.49,13.94,18.79,5.93,5.66,121.75,0.47,60.03,1,50000,40.06,0.2,19998,6.18,Low,24.57
Jodhpur,Rajasthan,26.204143,73.020627,2024-11-05,129.01,65.86,75.91,5.8,57.29,104.78,2.15,68.93,3,6569,81.88,0.87,3090,13.23,Medium,41.31
Thiruvananthapuram,Kerala,8.529258,76.865575,2023-10-17,192.87,70.2,93.69,6.79,66.46,165.83,0.28,40.36,4,38,66.69,3.59,41,0.27,High,58.14
Solapur,Maharashtra,17.568977,75.941631,2024-04-10,193.6,63.57,88.52,4.22,68.34,69.09,2.54,56.66,3,237,63.45,1.83,136,0.99,Medium,54.82
Nashik,Maharashtra,19.936045,73.732077,2024-11-07,81.52,30.9,41.37,3.57,30.21,40.14,0.03,47.64,1,113,79.02,0.79,38,0.05,Low,26.26
Dhanbad,Jharkhand,23.886922,86.337871,2023-08-27,101.89,32.72,48.38,5.47,50.6,221.16,0.75,49.06,1,1485,87.62,1.06,540,1.05,Medium,39.43
Coimbatore,Tamil Nadu,11.020931,76.873196,2024-04-03,78.12,50.25,65.68,2.8,52.64,51.56,1.15,30.94,5,213,73.95,0.92,50,0.21,Low,32.82
Lucknow,Uttar Pradesh,26.925558,80.988445,2023-09-08,53.06,21.29,27.93,4.23,22.76,177.88,4.54,53.06,3,10291,90.85,0.53,1286,0.88,Low,19.12
Amritsar,Punjab,31.545806,74.854604,2023-03-30,92.41,63.14,94.12,6.53,37.38,24.88,1.39,15.29,3,1592,71.31,1.87,297,0.69,Medium,35.76
Hubli,Karnataka,15.369619,75.121591,2023-12-13,135.04,60.65,88.52,5.49,49.85,36.62,5.44,41.98,5,47,83.6,1.91,18,0.14,Medium,42.83
Ahmedabad,Gujarat,23.028529,72.551703,2025-05-17,57.45,35.16,48.77,6.03,30.89,33.87,1.09,47.18,4,42,88.62,1.13,17,0.03,Medium,37.18
Varanasi,Uttar Pradesh,25.271271,82.99068,2023-07-01,55.41,24.94,27.54,8.69,22.59,59.9,3.89,49.13,4,90,78.09,1.28,18,0.03,Medium,37.84
Solapur,Maharashtra,17.717068,75.902552,2024-04-28,85.48,38.97,53.82,1.16,34.3,255.66,3.69,20.79,0,1305,87.52,0.4,400,0.66,Low,14.39
Varanasi,Uttar Pradesh,25.241588,83.061661,2024-02-09,102.01,30.84,36.37,6.07,49.2,187.42,1.08,82.29,4,21575,86.08,1.41,12648,88.94,Medium,46.57
Bangalore,Karnataka,13.011877,77.646428,2024-09-25,38.95,29.9,35.78,2.2,26.45,23.72,0.76,40.09,2,1833,48.01,0.63,324,0.27,Low,15.61
Ranchi,Jharkhand,23.329836,85.318352,2024-08-31,135.43,41.7,48.71,7.12,49.9,32.33,1.33,45.84,3,50000,80.52,3.05,14488,207.15,High,57.16
Guwahati,Assam,26.209811,91.7158,2024-03-24,120.05,58.94,72.85,2.71,44.96,70.22,4.34,50.75,4,635,59.59,0.89,169,0.58,Low,29.2
Vasai,Maharashtra,19.386853,72.80776,2025-04-23,119.54,47.94,63.05,5.63,44.09,126.62,1.49,35.1,4,1945,55.61,2.42,1347,11.69,Medium,46.62
Thiruvananthapuram,Kerala,8.468744,77.012808,2023-03-23,41.05,31.13,43.55,4.79,29.22,74.05,3.74,85.11,5,3018,79.0,0.25,275,0.3,Low,21.22
Bangalore,Karnataka,12.950698,77.577318,2025-03-16,146.5,63.41,79.57,4.26,63.53,48.09,9.41,64.83,2,858,70.04,2.01,191,1.79,Medium,47.78
Dhanbad,Jharkhand,23.767501,86.455624,2024-02-17,97.55,47.39,68.8,3.01,27.42,68.17,3.01,57.56,0,1508,77.24,0.38,162,0.26,Low,23.14
Vasai,Maharashtra,19.439794,72.707511,2025-05-22,52.51,31.2,34.61,2.81,47.78,89.97,1.76,81.95,4,779,74.89,0.66,82,0.13,Low,28.15
Ranchi,Jharkhand,23.291913,85.209903,2023-08-16,36.22,23.7,26.32,2.01,36.97,72.04,0.39,64.83,2,12,79.49,1.09,2,0.0,Low,14.93
Varanasi,Uttar Pradesh,25.244077,82.999172,2023-06-12,61.49,44.61,52.87,2.22,24.98,235.69,4.86,85.85,3,865,86.72,1.08,187,0.51,Low,7.4
Surat,Gujarat,21.080139,72.852785,2023-08-17,87.14,68.79,92.55,8.93,23.73,69.26,0.67,57.18,5,195,55.31,2.22,111,0.74,Medium,38.16
Howrah,West Bengal,22.530839,88.246804,2025-04-18,78.95,27.86,36.53,1.58,52.12,88.81,4.11,39.09,4,507,88.97,0.21,82,0.06,Low,20.7
Srinagar,Jammu and Kashmir,34.123713,74.710528,2024-04-07,31.91,10.27,12.09,6.77,26.91,32.3,0.73,82.0,0,28273,57.28,0.57,3598,7.7,Low,24.52
Jodhpur,Rajasthan,26.216225,73.079578,2024-11-28,94.21,43.93,62.71,3.21,27.57,198.31,2.09,52.93,6,520,76.8,0.28,50,0.03,Low,21.17
Kalyan,Maharashtra,19.331781,73.038561,2025-02-10,73.06,39.33,46.6,4.32,37.38,134.07,2.12,54.5,4,2719,67.21,0.67,316,0.97,Low,22.66
Howrah,West Bengal,22.569995,88.312429,2023-08-30,93.42,49.6,56.44,4.73,39.05,31.86,0.55,58.11,1,70,36.18,0.67,7,0.01,Low,34.53
Dhanbad,Jharkhand,23.705093,86.337695,2023-05-03,18.0,10.96,14.59,2.1,12.03,154.11,9.21,74.32,3,1475,62.88,0.46,381,0.42,Low,6.87
Jabalpur,Madhya Pradesh,23.191691,80.057761,2024-02-20,222.01,142.91,190.18,9.21,78.68,115.13,1.17,43.54,2,282,63.12,2.63,338,3.97,High,72.39
Guwahati,Assam,26.170453,91.683869,2023-09-16,16.98,8.85,11.59,2.3,20.28,13.73,0.93,55.41,5,108,67.49,0.45,11,0.01,Low,15.4
Jabalpur,Madhya Pradesh,23.116944,79.945185,2024-04-29,68.15,34.86,47.98,3.84,31.48,2.86,0.69,43.29,2,3764,78.41,0.5,1030,1.57,Low,27.59
Faridabad,Haryana,28.401345,77.393129,2025-09-15,41.7,16.33,22.26,3.52,21.36,66.32,1.41,50.37,1,4036,61.19,0.74,1468,2.22,Low,18.73
Nashik,Maharashtra,19.926138,73.872871,2023-05-19,41.24,22.24,29.24,5.64,19.03,137.44,5.06,90.74,2,87,56.92,0.66,20,0.04,Low,5.59
Bareilly,Uttar Pradesh,28.374871,75.501494,2023-04-25,28.21,20.68,25.61,1.72,27.04,9.88,2.28,10.26,6,4242,55.04,0.85,1603,4.91,Low,12.53
Gwalior,Madhya Pradesh,26.241467,78.249169,2025-03-03,56.56,35.14,46.18,1.77,8.0,35.1,0.46,63.13,1,159,93.85,0.52,8,0.02,Low,26.71
Kanpur,Uttar Pradesh,26.478415,80.292286,2024-03-08,69.46,37.68,44.33,4.34,35.58,105.02,0.01,88.52,5,187,46.61,0.3,45,0.06,Low,25.12
Vijayawada,Andhra Pradesh,16.507468,80.610846,2024-07-07,121.79,55.54,73.38,8.09,57.82,34.63,0.14,78.68,3,127,91.59,3.03,105,0.68,High,60.62
Rajkot,Gujarat,22.328956,70.823431,2023-05-31,22.6,13.08,16.9,11.59,5.35,204.93,2.07,56.91,4,393,45.04,0.92,28,0.07,Low,23.0
Ahmedabad,Gujarat,22.955452,72.55558,2023-01-26,143.88,101.15,114.47,5.64,44.08,78.18,10.0,49.57,1,853,78.66,1.13,300,1.66,Medium,42.91
Srinagar,Jammu and Kashmir,34.036145,74.813117,2025-03-17,66.96,43.01,51.28,0.74,25.02,135.58,1.97,90.62,2,695,49.51,1.16,176,0.24,Low,16.03
Srinagar,Jammu and Kashmir,34.084103,74.775166,2025-05-21,31.0,17.07,22.69,2.18,23.19,48.87,0.23,66.55,1,9446,76.4,0.41,1715,1.48,Low,23.85
Kota,Rajasthan,25.277783,75.851092,2023-12-07,62.59,28.78,33.19,3.72,29.94,51.34,4.54,64.9,5,7501,60.39,0.73,2396,4.62,Low,17.33
Kanpur,Uttar Pradesh,26.461561,80.281582,2023-10-18,37.76,29.92,42.77,3.22,25.93,21.54,0.69,70.31,3,2400,74.4,0.52,451,0.56,Low,18.53
Delhi,Delhi,28.759964,77.12184,2023-09-13,50.2,30.3,37.64,5.67,19.55,87.54,1.48,54.32,0,6875,78.74,0.25,1268,1.19,Low,28.26
Meerut,Uttar Pradesh,29.074275,77.663755,2024-02-15,43.77,33.07,48.62,6.27,41.01,157.37,3.67,76.1,1,1594,64.2,0.65,281,0.75,Low,20.52
Kochi,Kerala,9.964668,76.28952,2023-03-06,58.82,24.0,27.75,4.54,27.74,184.29,0.13,65.88,2,426,90.71,0.74,133,0.25,Low,26.6
Meerut,Uttar Pradesh,28.965015,77.63549,2024-11-02,59.24,35.22,38.94,7.64,43.0,82.44,0.17,41.46,4,9,54.31,2.1,0,0.0,Medium,42.71
Jabalpur,Madhya Pradesh,23.169168,80.073711,2024-02-03,49.65,24.0,33.39,1.85,34.33,18.12,0.11,56.82,3,551,44.67,0.77,145,0.26,Low,17.26
Mumbai,Maharashtra,19.015159,72.976647,2024-12-30,53.29,38.72,55.24,0.0,21.35,107.55,3.09,81.44,1,13390,96.65,0.87,4364,15.64,Low,13.07
Kochi,Kerala,9.973561,76.31343,2024-11-09,131.15,63.1,76.91,1.48,65.51,22.82,2.36,43.8,0,63,64.21,2.06,42,0.26,Medium,46.36
Faridabad,Haryana,28.373242,77.254467,2023-10-05,60.66,25.2,36.22,7.05,48.44,11.37,2.4,83.13,1,2789,60.84,1.11,819,1.22,Medium,42.14
Varanasi,Uttar Pradesh,25.236589,83.010765,2025-01-02,110.04,43.62,60.94,10.51,37.89,38.83,4.16,33.54,2,9295,63.69,2.25,7202,30.08,Medium,51.33
Lucknow,Uttar Pradesh,26.899946,81.017878,2024-11-07,84.68,40.51,49.73,3.35,34.07,71.89,0.31,57.65,4,1188,64.4,1.13,525,1.15,Low,24.84
Visakhapatnam,Andhra Pradesh,17.619695,83.271012,2024-06-22,84.16,45.73,59.92,3.88,43.83,95.07,2.06,78.43,1,1597,66.43,0.26,196,0.14,Low,22.07
Kanpur,Uttar Pradesh,26.415422,80.423501,2025-06-27,25.86,8.15,11.27,1.91,29.69,171.49,3.58,42.25,0,196,53.08,0.64,30,0.07,Low,12.51
Guwahati,Assam,26.227704,91.762152,2025-05-11,57.35,40.98,53.9,0.53,36.49,70.68,0.08,76.58,2,27,97.42,0.6,2,0.0,Low,30.41
Madurai,Tamil Nadu,9.827579,78.211231,2025-01-07,32.54,25.52,29.7,3.73,17.87,145.83,0.88,68.28,1,139,69.12,0.85,24,0.04,Low,13.65
Solapur,Maharashtra,17.633133,75.869413,2023-10-05,39.52,27.04,36.94,4.76,14.19,36.05,1.83,42.15,3,950,79.96,0.47,82,0.05,Low,18.89
Kolkata,West Bengal,22.515243,88.284321,2025-04-21,47.19,37.27,48.63,3.26,15.8,14.04,1.14,68.6,2,1834,29.15,1.17,656,0.91,Low,19.5
Faridabad,Haryana,28.444669,77.398163,2024-10-30,146.9,59.17,65.62,5.32,37.97,183.17,1.23,73.83,1,1040,78.17,0.27,224,0.18,Low,33.73
Rajkot,Gujarat,22.278844,70.895342,2023-11-03,44.21,32.45,46.86,3.64,56.74,10.57,2.05,66.06,3,102,66.2,0.54,13,0.02,Low,17.89
Solapur,Maharashtra,17.753406,75.921677,2023-05-28,121.12,52.46,71.02,1.09,33.65,101.86,0.93,95.99,4,775,74.5,0.57,200,0.54,Low,31.65
Ranchi,Jharkhand,23.345173,85.314247,2025-06-06,112.4,72.63,97.28,0.35,65.75,177.42,1.89,48.46,2,1619,78.95,1.18,812,4.59,Medium,41.51
Kanpur,Uttar Pradesh,26.44991,80.3287,2024-04-03,123.26,39.63,45.63,3.96,39.6,183.11,0.93,42.54,5,203,80.26,0.55,35,0.04,Low,34.37
Solapur,Maharashtra,17.735711,75.883325,2025-05-18,61.16,42.71,52.68,0.66,39.41,91.81,1.58,26.63,2,355,69.37,0.79,67,0.13,Low,23.98
Nashik,Maharashtra,20.075333,73.833309,2023-08-23,58.37,38.45,52.17,5.32,37.51,11.96,1.56,64.09,1,795,63.91,0.4,90,0.08,Low,30.44
Raipur,Chhattisgarh,21.200156,81.587019,2023-02-11,85.93,42.22,49.48,4.21,31.16,14.13,1.69,90.19,4,268,79.39,1.41,98,0.14,Medium,35.06
Meerut,Uttar Pradesh,28.92748,77.805533,2024-01-04,46.44,17.68,21.14,5.55,36.7,75.22,3.59,64.38,1,105,84.07,0.95,9,0.02,Low,14.46
Srinagar,Jammu and Kashmir,34.146955,74.756738,2025-06-07,95.94,33.92,41.1,0.23,58.64,7.21,0.77,70.46,1,13,76.66,0.14,1,0.0,Low,33.22
Patna,Bihar,25.576429,85.196014,2023-06-04,46.73,24.12,34.46,4.04,44.38,89.0,0.34,70.93,2,4089,57.84,0.18,1301,0.67,Low,30.18
Amritsar,Punjab,31.688804,74.807933,2023-10-31,93.42,68.93,77.11,2.97,36.97,122.29,0.32,79.14,2,6032,90.01,0.16,1094,0.71,Low,23.57
Delhi,Delhi,28.668567,77.139748,2024-10-03,151.97,94.45,141.64,10.61,67.17,97.66,2.01,47.45,6,1054,72.1,3.66,538,5.64,High,69.73
Guwahati,Assam,26.052961,91.690733,2024-10-13,67.34,44.53,65.45,2.74,36.95,79.79,3.0,60.47,1,672,75.18,0.41,61,0.05,Low,24.26
Vadodara,Gujarat,22.301955,73.239729,2024-06-13,78.94,46.41,63.14,4.19,29.32,160.53,1.53,73.6,0,2602,60.61,0.56,196,0.51,Low,28.77
Agra,Uttar Pradesh,27.112985,78.074207,2025-03-21,27.59,19.76,24.45,1.26,16.89,331.8,2.68,29.87,4,2002,72.71,0.48,627,1.38,Low,2.84
Dhanbad,Jharkhand,23.875201,86.446855,2024-07-04,51.41,18.46,24.81,1.97,31.93,41.47,1.36,21.32,1,151,78.02,0.38,62,0.1,Low,27.0
Gwalior,Madhya Pradesh,26.161054,78.252824,2023-07-09,135.77,105.75,149.61,6.15,40.48,122.52,2.4,68.71,1,553,63.26,2.2,384,1.18,Medium,43.37
Raipur,Chhattisgarh,21.316823,81.538438,2023-08-08,73.69,42.29,59.32,1.5,43.32,174.69,3.19,79.67,8,51,80.36,0.71,9,0.03,Low,25.57
Amritsar,Punjab,31.666024,74.843172,2025-05-26,89.36,36.0,43.96,6.46,38.01,95.47,2.83,66.42,3,54,80.46,0.84,7,0.03,Low,28.53
Dhanbad,Jharkhand,23.856437,86.382531,2024-12-03,194.18,104.82,141.49,5.52,46.18,73.28,0.26,21.4,5,651,86.46,2.53,567,2.98,High,58.1
Howrah,West Bengal,22.565938,88.226506,2025-03-30,181.56,134.69,199.53,6.82,56.39,35.23,1.71,47.65,2,2517,86.66,3.18,1352,21.13,High,61.96
Amritsar,Punjab,31.716196,74.949594,2023-12-29,90.93,63.74,84.74,2.85,34.16,26.74,2.97,38.67,0,1666,66.86,0.34,232,0.21,Low,20.68
Dhanbad,Jharkhand,23.741731,86.351514,2023-11-14,194.41,108.45,150.65,3.01,60.46,241.2,0.39,59.06,0,515,53.4,1.76,424,2.69,Medium,47.66
Vasai,Maharashtra,19.418252,72.825912,2023-03-03,65.31,23.36,29.07,2.86,38.92,177.35,1.39,22.87,3,16321,78.99,1.1,3939,11.97,Low,18.62
Mumbai,Maharashtra,18.990072,72.960792,2024-05-03,82.31,30.01,42.73,1.07,52.63,136.75,1.79,53.6,4,864,64.18,1.1,251,0.39,Low,29.02
Bhopal,Madhya Pradesh,23.204736,77.431534,2023-02-26,66.5,44.92,52.5,1.97,31.13,20.21,0.01,74.18,4,1069,41.37,1.14,128,0.54,Low,30.47
Kota,Rajasthan,25.227521,75.836,2023-09-15,65.94,33.59,42.9,5.81,37.81,122.63,1.35,49.81,2,49,82.12,1.11,12,0.02,Low,29.02
Amritsar,Punjab,31.600721,74.805711,2024-05-22,5.38,2.71,3.1,3.26,25.78,44.08,4.88,60.47,5,1136,86.67,0.69,142,0.38,Low,12.85
Bangalore,Karnataka,12.888479,77.682735,2024-05-19,113.17,65.76,84.5,2.96,53.99,330.41,2.89,62.28,2,1542,66.95,0.29,227,0.22,Low,30.44
Agra,Uttar Pradesh,27.098338,77.981352,2023-11-14,56.8,30.18,39.95,11.3,57.47,72.47,1.18,71.12,1,211,78.69,1.97,138,0.88,Medium,43.1
Visakhapatnam,Andhra Pradesh,17.638219,83.225671,2024-12-11,192.64,107.62,134.54,10.8,61.26,82.26,2.95,71.63,1,4902,50.23,2.77,5063,48.98,High,69.77
Pune,Maharashtra,18.427001,73.877267,2024-09-29,83.22,25.33,36.1,10.48,35.26,218.53,1.79,72.72,3,1621,51.4,1.35,592,0.81,Medium,36.22
Raipur,Chhattisgarh,21.331064,81.659634,2025-07-03,109.58,63.4,94.78,5.26,43.07,15.76,2.47,66.5,6,327,68.42,2.03,196,0.87,Medium,46.36
Kota,Rajasthan,25.21966,75.810808,2024-03-28,117.09,46.36,60.62,6.6,59.83,79.86,0.09,39.17,4,5991,69.99,1.79,4400,20.06,Medium,52.12
Vijayawada,Andhra Pradesh,16.465671,80.711562,2024-07-04,24.66,11.16,14.26,5.11,34.49,83.4,7.16,97.54,4,371,82.42,0.99,126,0.55,Low,10.51
Faridabad,Haryana,28.443798,77.358982,2024-12-29,61.94,36.43,48.51,1.56,32.01,145.97,0.76,85.31,5,328,94.88,0.8,44,0.04,Low,23.01
Bareilly,Uttar Pradesh,28.365201,75.401807,2023-01-30,95.22,29.99,42.75,6.77,37.2,37.41,0.68,57.32,2,898,56.81,0.56,67,0.17,Low,33.32
Coimbatore,Tamil Nadu,10.919258,76.976994,2023-04-24,28.38,18.79,25.53,7.72,23.85,50.9,2.37,61.2,2,1911,50.83,0.63,234,0.71,Low,27.4
Pune,Maharashtra,18.544989,73.94615,2023-05-01,205.88,66.66,81.0,6.19,67.98,60.55,3.3,45.6,1,551,50.31,2.15,796,5.32,High,63.03
Visakhapatnam,Andhra Pradesh,17.671767,83.166467,2025-08-25,134.59,75.57,95.06,5.2,43.91,126.22,8.69,47.88,4,6604,87.29,2.29,5332,37.72,Medium,38.3
Vadodara,Gujarat,22.25853,73.245906,2024-04-26,148.45,79.92,109.32,4.11,60.78,51.41,0.49,81.75,6,137,86.51,3.94,105,1.3,High,56.25
Aurangabad,Maharashtra,19.872736,75.328501,2023-05-14,137.7,66.66,96.96,7.2,46.33,42.18,0.06,57.84,5,123,74.48,3.84,36,0.57,High,55.59
Kanpur,Uttar Pradesh,26.489519,80.316186,2024-12-25,56.43,41.4,56.93,2.8,30.72,76.77,1.09,53.59,3,5300,79.39,0.62,993,0.92,Low,26.39
Faridabad,Haryana,28.486301,77.277207,2024-12-12,72.45,34.63,44.8,0.0,42.51,76.78,2.29,67.64,3,1267,74.09,0.43,358,0.57,Low,28.12
Bareilly,Uttar Pradesh,28.422437,75.392191,2023-10-06,95.93,40.57,52.91,2.81,20.79,104.4,2.63,80.92,0,1721,47.54,0.64,229,0.23,Low,22.17
Vasai,Maharashtra,19.455176,72.717461,2025-09-23,155.58,120.49,177.53,4.28,49.53,51.95,3.75,94.14,4,114,69.09,1.25,99,0.33,Medium,51.05
Kanpur,Uttar Pradesh,26.529431,80.368277,2024-01-26,114.47,64.92,82.54,2.64,49.13,91.08,1.4,31.41,5,1629,86.87,2.17,720,4.21,Medium,39.65
Visakhapatnam,Andhra Pradesh,17.702664,83.246595,2024-02-29,100.72,51.52,71.78,0.38,35.79,95.4,0.17,48.17,1,1577,82.16,2.21,623,5.85,Medium,35.71
Dhanbad,Jharkhand,23.855477,86.432751,2023-09-06,73.17,31.05,44.14,8.53,27.64,164.07,5.7,84.28,3,17,73.65,1.15,1,0.0,Low,21.84
Guwahati,Assam,26.126188,91.77903,2024-10-06,78.17,27.23,35.6,9.09,31.96,28.35,1.42,53.35,0,8453,81.97,0.23,2357,1.2,Low,34.69
Vasai,Maharashtra,19.548723,72.854353,2025-09-16,69.13,40.83,49.72,1.44,26.48,44.15,3.75,18.51,4,4756,61.79,0.39,219,0.15,Low,27.98
Kanpur,Uttar Pradesh,26.542002,80.290864,2025-02-13,74.1,36.45,41.28,7.47,52.76,36.79,0.03,88.89,2,16349,76.96,0.93,12147,26.05,Medium,47.68
Rajkot,Gujarat,22.356209,70.709654,2024-11-01,105.98,74.31,108.02,6.19,38.97,65.26,0.33,60.47,1,7559,76.77,1.95,6994,63.46,Medium,41.6
Chennai,Tamil Nadu,13.131486,80.238006,2024-03-07,82.2,51.19,61.26,1.21,41.96,108.34,3.34,51.93,0,12918,66.09,0.65,2965,8.49,Low,19.31
Gwalior,Madhya Pradesh,26.261109,78.244304,2025-06-14,91.58,36.7,52.75,4.52,51.48,152.45,4.2,85.67,2,34,82.18,1.16,4,0.02,Low,26.06
Lucknow,Uttar Pradesh,26.822717,80.966924,2023-09-17,40.55,28.64,41.58,19.14,30.6,115.44,1.29,58.36,1,50000,60.04,1.85,8734,27.66,Medium,40.55
Solapur,Maharashtra,17.737196,75.842181,2025-07-05,39.45,29.64,33.81,2.56,35.13,224.93,0.97,95.24,7,906,73.63,0.11,72,0.03,Low,8.81
Jaipur,Rajasthan,26.857226,75.751214,2023-04-19,38.09,24.53,30.86,2.51,20.87,52.49,0.27,9.71,0,100,98.08,0.83,18,0.04,Low,20.74
Visakhapatnam,Andhra Pradesh,17.742173,83.297348,2025-07-14,63.25,40.26,58.62,2.87,34.42,12.77,0.87,44.06,2,5006,92.75,1.0,679,3.3,Low,27.17
Hubli,Karnataka,15.326148,75.070518,2024-08-09,56.4,23.22,34.53,5.4,33.14,290.84,3.02,73.47,4,4335,53.23,0.69,1098,2.8,Low,20.6
Kota,Rajasthan,25.214054,75.906584,2023-03-01,113.83,43.5,54.14,2.96,43.33,63.41,2.7,90.55,4,2829,87.61,0.43,244,0.17,Low,33.52
Kochi,Kerala,9.861605,76.278836,2024-04-03,65.7,40.13,50.06,4.09,27.67,23.37,1.01,71.52,2,965,91.81,2.28,469,3.94,Medium,37.58
Faridabad,Haryana,28.428805,77.330948,2023-09-18,180.0,63.25,70.98,7.14,55.07,71.75,2.66,65.41,4,339,69.34,1.99,234,2.16,Medium,54.96
Bhopal,Madhya Pradesh,23.204038,77.511086,2025-01-24,17.44,12.47,14.08,5.79,29.04,34.27,0.93,77.53,3,5079,42.92,0.54,669,1.07,Low,28.92
Ahmedabad,Gujarat,23.090363,72.492804,2025-04-19,56.63,17.0,19.99,4.66,28.34,166.09,7.43,49.04,4,200,61.35,0.41,78,0.12,Low,22.17
Madurai,Tamil Nadu,9.98604,78.051249,2025-02-27,143.29,67.83,77.48,3.14,34.44,21.65,6.53,36.03,2,943,52.52,0.85,238,0.95,Low,26.36
Madurai,Tamil Nadu,9.876847,78.122678,2023-06-26,29.57,19.74,28.69,1.3,30.51,179.53,1.39,80.15,2,23184,73.08,0.45,1062,0.92,Low,9.25
Agra,Uttar Pradesh,27.197086,77.910373,2023-07-18,62.61,45.33,51.22,3.54,29.9,35.13,1.13,96.86,3,1337,86.11,1.16,324,1.19,Low,30.63
Coimbatore,Tamil Nadu,10.990195,76.953479,2023-12-01,48.85,20.56,24.07,1.05,26.54,55.76,0.84,40.6,1,767,69.59,0.61,93,0.25,Low,20.29
Nashik,Maharashtra,19.905378,73.836608,2023-02-04,147.24,55.33,76.22,5.53,65.18,131.91,1.34,45.62,4,6838,66.53,1.65,6136,23.83,Medium,51.69
Madurai,Tamil Nadu,10.00179,78.093442,2025-03-05,165.14,50.42,65.45,8.34,60.85,197.17,0.43,78.4,4,51,57.17,2.22,19,0.04,High,69.79
Bhopal,Madhya Pradesh,23.168681,77.511744,2023-12-12,75.71,42.43,62.45,3.15,29.31,47.41,1.59,52.01,2,2361,85.95,0.98,183,0.83,Low,31.8
Amritsar,Punjab,31.672255,74.814009,2024-08-14,142.31,75.54,109.23,4.02,62.93,185.33,2.59,95.65,6,2477,56.64,1.26,1434,7.25,Medium,46.53
Chandigarh,Chandigarh,30.789293,76.760544,2023-03-22,90.63,40.95,57.37,3.3,38.19,131.84,1.32,79.32,3,82,86.92,0.39,29,0.05,Low,24.51
Coimbatore,Tamil Nadu,11.090238,77.006469,2023-05-25,44.12,24.27,27.33,5.55,40.08,116.94,0.61,70.13,4,164,79.8,0.52,29,0.06,Low,25.84
Delhi,Delhi,28.777725,77.06285,2023-02-28,61.8,44.24,50.87,4.47,26.49,256.08,0.82,95.15,5,18,89.0,0.65,4,0.0,Low,29.61
Guwahati,Assam,26.119437,91.694025,2023-04-28,71.15,35.71,46.52,7.94,28.94,93.99,1.87,87.53,4,584,62.37,1.37,299,1.28,Medium,37.6
